date,brand,sales
20/01/22,Producto 8,"$1,090.50"
20/01/22,Producto 1,$89.94
20/01/22,Producto 2,$332.26
20/01/22,Producto 11,$99.95
20/01/22,Producto 14,"$1,748.76"
20/01/22,Producto 13,$15.99
20/01/22,Producto 10,$560.14
20/01/22,Producto 18,$554.44
20/01/22,Producto 17,$781.50
20/01/22,Producto 5,"$1,794.86"
20/01/22,Producto 7,$584.64
20/01/22,Producto 6,"$2,537.02"
20/01/22,Producto 3,$154.38
21/01/22,Producto 10,$759.51
21/01/22,Producto 4,$619.69
21/01/22,Producto 9,"$4,119.38"
21/01/22,Producto 5,"$3,457.80"
21/01/22,Producto 16,$106.89
21/01/22,Producto 3,$194.22
21/01/22,Producto 20,$9.99
21/01/22,Producto 2,$418.44
21/01/22,Producto 7,"$1,341.19"
21/01/22,Producto 11,$319.84
21/01/22,Producto 12,$371.11
21/01/22,Producto 14,"$2,735.56"
21/01/22,Producto 22,$2.49
21/01/22,Producto 6,"$3,560.52"
21/01/22,Producto 13,$242.85
21/01/22,Producto 17,"$1,341.25"
21/01/22,Producto 8,"$1,776.31"
21/01/22,Producto 18,"$1,064.22"
21/01/22,Producto 1,$149.90
22/01/22,Producto 2,$394.58
22/01/22,Producto 5,"$4,758.96"
22/01/22,Producto 1,$299.80
22/01/22,Producto 7,"$1,322.22"
22/01/22,Producto 16,$218.45
22/01/22,Producto 11,$319.84
22/01/22,Producto 18,"$1,335.28"
22/01/22,Producto 9,"$5,005.33"
22/01/22,Producto 8,"$2,209.36"
22/01/22,Producto 14,"$3,420.15"
22/01/22,Producto 10,"$1,127.26"
22/01/22,Producto 12,$484.48
22/01/22,Producto 17,"$1,537.02"
22/01/22,Producto 13,$235.85
22/01/22,Producto 6,"$5,141.77"
22/01/22,Producto 4,$459.77
22/01/22,Producto 3,$219.12
23/01/22,Producto 9,"$2,912.16"
23/01/22,Producto 11,$219.89
23/01/22,Producto 1,$254.83
23/01/22,Producto 6,"$3,289.01"
23/01/22,Producto 13,$198.87
23/01/22,Producto 5,"$3,243.43"
23/01/22,Producto 12,$335.15
23/01/22,Producto 8,"$1,914.16"
23/01/22,Producto 18,$786.20
23/01/22,Producto 3,$184.26
23/01/22,Producto 14,"$2,400.83"
23/01/22,Producto 4,$319.84
23/01/22,Producto 16,$89.91
23/01/22,Producto 17,$892.43
23/01/22,Producto 2,$366.15
23/01/22,Producto 7,$921.45
23/01/22,Producto 19,$14.99
23/01/22,Producto 10,$856.44
24/01/22,Producto 14,"$1,396.31"
24/01/22,Producto 7,$720.57
24/01/22,Producto 10,$502.67
24/01/22,Producto 17,$490.69
24/01/22,Producto 12,$290.69
24/01/22,Producto 5,"$1,449.09"
24/01/22,Producto 11,$139.93
24/01/22,Producto 2,$231.87
24/01/22,Producto 18,$370.61
24/01/22,Producto 13,$44.97
24/01/22,Producto 9,"$1,991.23"
24/01/22,Producto 1,$179.88
24/01/22,Producto 3,$97.11
24/01/22,Producto 4,$279.86
24/01/22,Producto 8,$804.70
24/01/22,Producto 6,"$1,812.64"
24/01/22,Producto 16,$85.91
25/01/22,Producto 18,$439.87
25/01/22,Producto 11,$159.92
25/01/22,Producto 10,$501.67
25/01/22,Producto 4,$179.91
25/01/22,Producto 8,$976.65
25/01/22,Producto 3,$107.07
25/01/22,Producto 16,$88.58
25/01/22,Producto 7,$657.61
25/01/22,Producto 9,"$1,822.64"
25/01/22,Producto 13,$93.94
25/01/22,Producto 1,$104.93
25/01/22,Producto 5,"$1,379.12"
25/01/22,Producto 17,$409.74
25/01/22,Producto 14,"$1,559.63"
25/01/22,Producto 2,$247.53
25/01/22,Producto 12,$191.79
25/01/22,Producto 6,"$1,811.21"
26/01/22,Producto 14,"$1,808.06"
26/01/22,Producto 1,$127.92
26/01/22,Producto 8,"$1,012.11"
26/01/22,Producto 17,$652.56
26/01/22,Producto 11,$239.88
26/01/22,Producto 9,"$2,130.11"
26/01/22,Producto 2,$230.08
26/01/22,Producto 6,"$2,197.87"
26/01/22,Producto 16,$86.91
26/01/22,Producto 7,$450.73
26/01/22,Producto 10,$559.92
26/01/22,Producto 18,$503.14
26/01/22,Producto 5,"$1,817.76"
26/01/22,Producto 4,$159.92
26/01/22,Producto 12,$323.16
26/01/22,Producto 13,$77.93
26/01/22,Producto 3,$159.36
27/01/22,Producto 3,$129.48
27/01/22,Producto 18,$671.63
27/01/22,Producto 9,"$2,112.13"
27/01/22,Producto 14,"$1,601.92"
27/01/22,Producto 17,$617.54
27/01/22,Producto 16,$107.89
27/01/22,Producto 2,$263.08
27/01/22,Producto 5,"$2,170.53"
27/01/22,Producto 11,$39.98
27/01/22,Producto 6,"$2,292.56"
27/01/22,Producto 1,$151.82
27/01/22,Producto 8,"$1,126.83"
27/01/22,Producto 4,$299.85
27/01/22,Producto 10,$617.08
27/01/22,Producto 13,$187.82
27/01/22,Producto 12,$379.59
27/01/22,Producto 7,$771.54
28/01/22,Producto 10,$809.37
28/01/22,Producto 2,$318.59
28/01/22,Producto 3,$194.22
28/01/22,Producto 18,"$1,002.95"
28/01/22,Producto 8,"$1,863.36"
28/01/22,Producto 4,$579.71
28/01/22,Producto 12,$602.35
28/01/22,Producto 9,"$3,602.79"
28/01/22,Producto 11,$159.92
28/01/22,Producto 1,$171.85
28/01/22,Producto 17,"$1,357.09"
28/01/22,Producto 14,"$3,010.86"
28/01/22,Producto 19,$14.99
28/01/22,Producto 16,$210.13
28/01/22,Producto 13,$95.94
28/01/22,Producto 5,"$3,640.28"
28/01/22,Producto 7,"$1,234.27"
28/01/22,Producto 6,"$3,797.73"
29/01/22,Producto 10,"$1,201.54"
29/01/22,Producto 12,$626.08
29/01/22,Producto 4,$379.81
29/01/22,Producto 3,$221.61
29/01/22,Producto 20,$9.99
29/01/22,Producto 9,"$4,549.22"
29/01/22,Producto 8,"$1,906.74"
29/01/22,Producto 7,"$1,255.25"
29/01/22,Producto 11,$299.85
29/01/22,Producto 5,"$5,043.72"
29/01/22,Producto 2,$359.00
29/01/22,Producto 16,$138.86
29/01/22,Producto 6,"$4,909.38"
29/01/22,Producto 18,"$1,212.05"
29/01/22,Producto 17,"$1,544.91"
29/01/22,Producto 14,"$3,542.23"
29/01/22,Producto 21,$10.19
29/01/22,Producto 13,$179.89
29/01/22,Producto 1,$387.63
30/01/22,Producto 16,$153.35
30/01/22,Producto 13,$231.29
30/01/22,Producto 6,"$4,764.21"
30/01/22,Producto 10,"$1,544.87"
30/01/22,Producto 11,$299.85
30/01/22,Producto 18,$910.57
30/01/22,Producto 17,"$1,418.91"
30/01/22,Producto 7,$935.44
30/01/22,Producto 9,"$4,288.90"
30/01/22,Producto 14,"$3,423.26"
30/01/22,Producto 1,$399.75
30/01/22,Producto 8,"$1,965.47"
30/01/22,Producto 5,"$5,399.69"
30/01/22,Producto 12,$695.74
30/01/22,Producto 2,$442.49
30/01/22,Producto 4,$579.71
30/01/22,Producto 3,$256.47
31/01/22,Producto 4,$199.90
31/01/22,Producto 3,$159.36
31/01/22,Producto 12,$397.08
31/01/22,Producto 8,$941.34
31/01/22,Producto 14,"$1,598.87"
31/01/22,Producto 5,"$1,622.32"
31/01/22,Producto 10,$409.14
31/01/22,Producto 11,$79.96
31/01/22,Producto 1,$95.94
31/01/22,Producto 9,"$1,713.70"
31/01/22,Producto 13,$154.84
31/01/22,Producto 6,"$1,952.86"
31/01/22,Producto 7,$557.66
31/01/22,Producto 2,$216.35
31/01/22,Producto 16,$169.33
31/01/22,Producto 17,$466.65
31/01/22,Producto 18,$448.87
01/02/22,Producto 10,$657.51
01/02/22,Producto 18,$627.34
01/02/22,Producto 19,$29.98
01/02/22,Producto 3,$64.74
01/02/22,Producto 9,"$2,059.55"
01/02/22,Producto 1,$139.87
01/02/22,Producto 2,$228.24
01/02/22,Producto 5,"$1,955.59"
01/02/22,Producto 11,$119.94
01/02/22,Producto 12,$262.56
01/02/22,Producto 13,$175.89
01/02/22,Producto 4,$199.90
01/02/22,Producto 7,$945.43
01/02/22,Producto 6,"$2,440.00"
01/02/22,Producto 17,$467.63
01/02/22,Producto 8,"$1,013.10"
01/02/22,Producto 14,"$1,737.64"
01/02/22,Producto 16,$57.94
02/02/22,Producto 7,$696.59
02/02/22,Producto 2,$278.02
02/02/22,Producto 1,$33.98
02/02/22,Producto 20,$10.99
02/02/22,Producto 6,"$2,329.36"
02/02/22,Producto 17,$509.70
02/02/22,Producto 11,$79.96
02/02/22,Producto 13,$66.96
02/02/22,Producto 10,$681.10
02/02/22,Producto 16,$73.92
02/02/22,Producto 9,"$2,572.45"
02/02/22,Producto 3,$136.95
02/02/22,Producto 5,"$2,007.79"
02/02/22,Producto 4,$259.87
02/02/22,Producto 8,$956.68
02/02/22,Producto 12,$343.65
02/02/22,Producto 18,$662.30
02/02/22,Producto 14,"$1,725.69"
03/02/22,Producto 3,$161.85
03/02/22,Producto 10,$489.71
03/02/22,Producto 13,$170.90
03/02/22,Producto 11,$279.86
03/02/22,Producto 8,"$1,073.39"
03/02/22,Producto 16,$109.88
03/02/22,Producto 2,$262.45
03/02/22,Producto 7,$744.55
03/02/22,Producto 12,$473.26
03/02/22,Producto 14,"$1,706.67"
03/02/22,Producto 9,"$1,951.82"
03/02/22,Producto 6,"$2,107.45"
03/02/22,Producto 4,$299.85
03/02/22,Producto 1,$84.95
03/02/22,Producto 18,$603.03
03/02/22,Producto 17,$611.64
03/02/22,Producto 5,"$2,001.79"
04/02/22,Producto 7,"$1,366.19"
04/02/22,Producto 12,$644.34
04/02/22,Producto 2,$376.06
04/02/22,Producto 3,$209.16
04/02/22,Producto 8,"$1,777.14"
04/02/22,Producto 19,$14.99
04/02/22,Producto 14,"$2,311.53"
04/02/22,Producto 1,$152.91
04/02/22,Producto 6,"$3,947.51"
04/02/22,Producto 13,$167.90
04/02/22,Producto 9,"$3,754.74"
04/02/22,Producto 4,$559.72
04/02/22,Producto 20,$1.67
04/02/22,Producto 5,"$3,703.76"
04/02/22,Producto 17,"$1,134.33"
04/02/22,Producto 16,$194.79
04/02/22,Producto 10,$894.47
04/02/22,Producto 11,$359.82
04/02/22,Producto 18,$992.94
05/02/22,Producto 6,"$4,978.28"
05/02/22,Producto 7,"$1,350.20"
05/02/22,Producto 2,$412.22
05/02/22,Producto 11,$239.88
05/02/22,Producto 17,"$1,478.13"
05/02/22,Producto 12,$636.35
05/02/22,Producto 9,"$4,175.46"
05/02/22,Producto 18,"$1,201.73"
05/02/22,Producto 3,$211.65
05/02/22,Producto 4,$539.73
05/02/22,Producto 1,$322.81
05/02/22,Producto 13,$149.91
05/02/22,Producto 14,"$3,382.78"
05/02/22,Producto 10,"$1,022.90"
05/02/22,Producto 8,"$1,952.10"
05/02/22,Producto 5,"$4,750.63"
05/02/22,Producto 16,$120.87
06/02/22,Producto 3,$204.18
06/02/22,Producto 1,$305.82
06/02/22,Producto 5,"$2,635.41"
06/02/22,Producto 9,"$2,896.75"
06/02/22,Producto 14,"$2,671.53"
06/02/22,Producto 17,$917.46
06/02/22,Producto 10,$826.51
06/02/22,Producto 4,$359.82
06/02/22,Producto 2,$403.38
06/02/22,Producto 8,"$1,770.65"
06/02/22,Producto 13,$148.91
06/02/22,Producto 12,$457.53
06/02/22,Producto 18,"$1,029.93"
06/02/22,Producto 16,$258.73
06/02/22,Producto 6,"$3,411.87"
06/02/22,Producto 11,$179.91
06/02/22,Producto 7,$893.47
07/02/22,Producto 4,$119.94
07/02/22,Producto 16,$122.37
07/02/22,Producto 10,$611.64
07/02/22,Producto 6,"$2,105.29"
07/02/22,Producto 1,$186.89
07/02/22,Producto 12,$347.15
07/02/22,Producto 9,"$1,826.40"
07/02/22,Producto 11,$159.92
07/02/22,Producto 7,$533.68
07/02/22,Producto 18,$426.22
07/02/22,Producto 14,"$1,755.59"
07/02/22,Producto 13,$82.95
07/02/22,Producto 17,$477.72
07/02/22,Producto 3,$144.42
07/02/22,Producto 8,$988.49
07/02/22,Producto 2,$305.69
07/02/22,Producto 5,"$1,913.85"
08/02/22,Producto 12,$424.32
08/02/22,Producto 2,$244.93
08/02/22,Producto 7,$615.63
08/02/22,Producto 16,$66.93
08/02/22,Producto 13,$166.90
08/02/22,Producto 9,"$2,133.72"
08/02/22,Producto 8,"$1,088.03"
08/02/22,Producto 6,"$2,482.05"
08/02/22,Producto 18,$512.63
08/02/22,Producto 10,$539.18
08/02/22,Producto 14,"$1,657.40"
08/02/22,Producto 11,$59.97
08/02/22,Producto 5,"$1,557.06"
08/02/22,Producto 1,$118.93
08/02/22,Producto 3,$146.91
08/02/22,Producto 17,$475.72
08/02/22,Producto 4,$239.88
09/02/22,Producto 13,$133.91
09/02/22,Producto 7,$744.52
09/02/22,Producto 16,$49.45
09/02/22,Producto 5,"$2,644.25"
09/02/22,Producto 3,$219.12
09/02/22,Producto 2,$284.90
09/02/22,Producto 19,$16.99
09/02/22,Producto 14,"$1,754.96"
09/02/22,Producto 8,"$1,075.25"
09/02/22,Producto 12,$421.58
09/02/22,Producto 6,"$2,418.90"
09/02/22,Producto 1,$269.82
09/02/22,Producto 10,$850.42
09/02/22,Producto 11,$139.93
09/02/22,Producto 4,$379.81
09/02/22,Producto 17,$749.52
09/02/22,Producto 18,$690.97
09/02/22,Producto 9,"$2,563.83"
10/02/22,Producto 4,$239.88
10/02/22,Producto 17,$982.38
10/02/22,Producto 9,"$2,745.19"
10/02/22,Producto 6,"$2,871.13"
10/02/22,Producto 13,$121.92
10/02/22,Producto 1,$233.84
10/02/22,Producto 10,$924.87
10/02/22,Producto 3,$204.18
10/02/22,Producto 18,$673.30
10/02/22,Producto 12,$419.58
10/02/22,Producto 11,$299.85
10/02/22,Producto 5,"$3,410.27"
10/02/22,Producto 16,$89.91
10/02/22,Producto 22,$2.49
10/02/22,Producto 2,$294.38
10/02/22,Producto 7,"$1,189.24"
10/02/22,Producto 8,"$1,364.12"
10/02/22,Producto 14,"$2,192.52"
11/02/22,Producto 8,"$2,495.55"
11/02/22,Producto 17,"$1,886.79"
11/02/22,Producto 5,"$5,633.76"
11/02/22,Producto 1,$344.77
11/02/22,Producto 7,"$1,608.97"
11/02/22,Producto 14,"$3,748.54"
11/02/22,Producto 6,"$5,549.89"
11/02/22,Producto 11,$239.88
11/02/22,Producto 4,$659.67
11/02/22,Producto 12,$563.44
11/02/22,Producto 3,$241.53
11/02/22,Producto 9,"$5,753.75"
11/02/22,Producto 13,$306.80
11/02/22,Producto 18,"$1,141.75"
11/02/22,Producto 10,"$1,423.03"
11/02/22,Producto 2,$432.61
11/02/22,Producto 16,$108.39
12/02/22,Producto 20,$1.70
12/02/22,Producto 9,"$7,909.84"
12/02/22,Producto 12,"$1,063.44"
12/02/22,Producto 18,"$1,718.25"
12/02/22,Producto 5,"$10,531.02"
12/02/22,Producto 7,"$2,482.42"
12/02/22,Producto 10,"$2,332.93"
12/02/22,Producto 13,$405.73
12/02/22,Producto 14,"$5,965.40"
12/02/22,Producto 16,$313.03
12/02/22,Producto 3,$341.13
12/02/22,Producto 17,"$2,568.35"
12/02/22,Producto 1,$764.49
12/02/22,Producto 4,$699.65
12/02/22,Producto 8,"$3,181.28"
12/02/22,Producto 6,"$8,227.56"
12/02/22,Producto 22,$2.49
12/02/22,Producto 11,$439.78
12/02/22,Producto 2,$441.89
13/02/22,Producto 11,$559.72
13/02/22,Producto 14,"$7,317.67"
13/02/22,Producto 5,"$11,367.49"
13/02/22,Producto 4,$799.60
13/02/22,Producto 13,$339.78
13/02/22,Producto 3,$283.86
13/02/22,Producto 9,"$11,120.65"
13/02/22,Producto 17,"$3,659.65"
13/02/22,Producto 12,"$1,350.40"
13/02/22,Producto 7,"$2,373.47"
13/02/22,Producto 10,"$3,182.87"
13/02/22,Producto 1,$713.52
13/02/22,Producto 2,$526.75
13/02/22,Producto 6,"$11,067.02"
13/02/22,Producto 18,"$2,342.70"
13/02/22,Producto 16,$159.84
13/02/22,Producto 8,"$4,763.98"
14/02/22,Producto 17,$394.75
14/02/22,Producto 4,$159.92
14/02/22,Producto 1,$191.87
14/02/22,Producto 11,$119.94
14/02/22,Producto 18,$589.74
14/02/22,Producto 9,"$1,621.42"
14/02/22,Producto 7,$779.50
14/02/22,Producto 10,$438.20
14/02/22,Producto 6,"$2,084.02"
14/02/22,Producto 2,$282.15
14/02/22,Producto 13,$158.90
14/02/22,Producto 14,"$1,553.69"
14/02/22,Producto 8,$979.67
14/02/22,Producto 3,$186.75
14/02/22,Producto 12,$253.25
14/02/22,Producto 16,$127.87
14/02/22,Producto 5,"$1,436.06"
15/02/22,Producto 8,$783.37
15/02/22,Producto 5,"$1,996.18"
15/02/22,Producto 2,$174.45
15/02/22,Producto 6,"$1,743.89"
15/02/22,Producto 4,$39.98
15/02/22,Producto 17,$424.71
15/02/22,Producto 13,$57.96
15/02/22,Producto 12,$401.35
15/02/22,Producto 9,"$1,487.34"
15/02/22,Producto 7,$514.68
15/02/22,Producto 3,$129.48
15/02/22,Producto 16,$89.41
15/02/22,Producto 18,$471.65
15/02/22,Producto 11,$39.98
15/02/22,Producto 10,$720.01
15/02/22,Producto 1,$74.95
15/02/22,Producto 14,"$1,395.53"
16/02/22,Producto 14,"$1,535.09"
16/02/22,Producto 7,$614.63
16/02/22,Producto 1,$101.94
16/02/22,Producto 8,$873.61
16/02/22,Producto 16,$124.88
16/02/22,Producto 5,"$1,572.05"
16/02/22,Producto 17,$560.67
16/02/22,Producto 9,"$1,785.90"
16/02/22,Producto 18,$521.81
16/02/22,Producto 3,$164.34
16/02/22,Producto 2,$279.77
16/02/22,Producto 6,"$1,922.47"
16/02/22,Producto 12,$336.12
16/02/22,Producto 13,$67.96
16/02/22,Producto 4,$239.88
16/02/22,Producto 11,$79.96
16/02/22,Producto 10,$445.74
17/02/22,Producto 9,"$2,619.92"
17/02/22,Producto 18,$568.42
17/02/22,Producto 11,$199.90
17/02/22,Producto 10,$716.08
17/02/22,Producto 13,$101.94
17/02/22,Producto 12,$452.30
17/02/22,Producto 8,"$1,176.45"
17/02/22,Producto 16,$81.59
17/02/22,Producto 3,$112.05
17/02/22,Producto 7,$781.54
17/02/22,Producto 14,"$1,812.75"
17/02/22,Producto 2,$324.93
17/02/22,Producto 4,$159.92
17/02/22,Producto 17,$645.62
17/02/22,Producto 1,$186.89
17/02/22,Producto 6,"$2,299.64"
17/02/22,Producto 5,"$1,709.97"
18/02/22,Producto 20,$5.16
18/02/22,Producto 14,"$3,077.78"
18/02/22,Producto 10,"$1,035.89"
18/02/22,Producto 11,$219.89
18/02/22,Producto 17,"$1,306.23"
18/02/22,Producto 3,$229.08
18/02/22,Producto 9,"$3,510.86"
18/02/22,Producto 16,$109.89
18/02/22,Producto 5,"$3,765.73"
18/02/22,Producto 4,$499.75
18/02/22,Producto 6,"$4,079.76"
18/02/22,Producto 12,$664.59
18/02/22,Producto 18,"$1,097.05"
18/02/22,Producto 1,$322.81
18/02/22,Producto 23,"$2,081.51"
18/02/22,Producto 7,"$1,514.10"
18/02/22,Producto 13,$230.86
18/02/22,Producto 2,$357.56
19/02/22,Producto 10,$830.51
19/02/22,Producto 9,"$4,488.27"
19/02/22,Producto 5,"$4,576.25"
19/02/22,Producto 4,$439.78
19/02/22,Producto 13,$115.93
19/02/22,Producto 20,$7.74
19/02/22,Producto 16,$129.87
19/02/22,Producto 23,"$2,053.25"
19/02/22,Producto 2,$381.88
19/02/22,Producto 18,"$1,148.50"
19/02/22,Producto 6,"$4,806.92"
19/02/22,Producto 14,"$3,419.10"
19/02/22,Producto 3,$219.12
19/02/22,Producto 11,$259.87
19/02/22,Producto 12,$730.27
19/02/22,Producto 1,$322.81
19/02/22,Producto 17,"$1,576.07"
19/02/22,Producto 7,"$1,324.22"
20/02/22,Producto 17,"$1,081.36"
20/02/22,Producto 4,$319.84
20/02/22,Producto 9,"$3,291.02"
20/02/22,Producto 23,"$1,522.27"
20/02/22,Producto 3,$219.12
20/02/22,Producto 11,$159.92
20/02/22,Producto 2,$393.45
20/02/22,Producto 10,$628.63
20/02/22,Producto 5,"$3,088.15"
20/02/22,Producto 6,"$3,569.95"
20/02/22,Producto 13,$231.86
20/02/22,Producto 1,$254.85
20/02/22,Producto 16,$81.59
20/02/22,Producto 18,$967.53
20/02/22,Producto 14,"$2,581.70"
20/02/22,Producto 12,$433.32
20/02/22,Producto 7,"$1,078.37"
21/02/22,Producto 3,$166.83
21/02/22,Producto 7,$772.54
21/02/22,Producto 18,$662.83
21/02/22,Producto 23,$931.73
21/02/22,Producto 4,$159.92
21/02/22,Producto 19,$14.99
21/02/22,Producto 17,$645.62
21/02/22,Producto 12,$400.60
21/02/22,Producto 11,$119.94
21/02/22,Producto 2,$331.58
21/02/22,Producto 16,$79.92
21/02/22,Producto 1,$118.93
21/02/22,Producto 9,"$1,853.88"
21/02/22,Producto 13,$33.98
21/02/22,Producto 14,"$1,863.15"
21/02/22,Producto 10,$688.09
21/02/22,Producto 6,"$2,525.55"
21/02/22,Producto 5,"$1,712.46"
22/02/22,Producto 5,"$1,557.57"
22/02/22,Producto 3,$146.91
22/02/22,Producto 18,$468.86
22/02/22,Producto 12,$249.75
22/02/22,Producto 10,$472.72
22/02/22,Producto 23,$855.44
22/02/22,Producto 1,$118.93
22/02/22,Producto 11,$119.94
22/02/22,Producto 16,$119.38
22/02/22,Producto 9,"$1,755.94"
22/02/22,Producto 6,"$2,170.95"
22/02/22,Producto 2,$232.07
22/02/22,Producto 17,$386.77
22/02/22,Producto 13,$48.97
22/02/22,Producto 14,"$1,436.43"
22/02/22,Producto 7,$409.75
22/02/22,Producto 4,$159.92
23/02/22,Producto 14,"$1,350.24"
23/02/22,Producto 11,$59.97
23/02/22,Producto 18,$514.97
23/02/22,Producto 2,$298.60
23/02/22,Producto 6,"$2,380.02"
23/02/22,Producto 4,$159.92
23/02/22,Producto 13,$84.95
23/02/22,Producto 17,$592.65
23/02/22,Producto 10,$387.77
23/02/22,Producto 12,$301.70
23/02/22,Producto 3,$131.97
23/02/22,Producto 5,"$1,800.92"
23/02/22,Producto 16,$87.41
23/02/22,Producto 9,"$1,959.31"
23/02/22,Producto 19,$14.99
23/02/22,Producto 22,$2.49
23/02/22,Producto 7,$581.65
23/02/22,Producto 23,"$1,058.91"
23/02/22,Producto 1,$118.93
24/02/22,Producto 11,$99.95
24/02/22,Producto 6,"$2,298.78"
24/02/22,Producto 1,$169.90
24/02/22,Producto 18,$608.38
24/02/22,Producto 3,$139.44
24/02/22,Producto 21,$0.00
24/02/22,Producto 13,$49.97
24/02/22,Producto 4,$239.88
24/02/22,Producto 12,$310.19
24/02/22,Producto 9,"$2,302.11"
24/02/22,Producto 16,$39.96
24/02/22,Producto 5,"$2,155.71"
24/02/22,Producto 10,$539.68
24/02/22,Producto 17,$900.47
24/02/22,Producto 7,$928.44
24/02/22,Producto 14,"$1,446.49"
24/02/22,Producto 2,$245.58
24/02/22,Producto 23,"$1,003.49"
24/02/22,Producto 20,$10.99
25/02/22,Producto 11,$219.89
25/02/22,Producto 5,"$3,782.24"
25/02/22,Producto 14,"$2,598.16"
25/02/22,Producto 2,$310.45
25/02/22,Producto 13,$117.93
25/02/22,Producto 20,$3.37
25/02/22,Producto 10,"$1,038.39"
25/02/22,Producto 12,$469.53
25/02/22,Producto 7,"$1,163.30"
25/02/22,Producto 1,$152.91
25/02/22,Producto 3,$239.04
25/02/22,Producto 16,$67.93
25/02/22,Producto 17,"$1,032.39"
25/02/22,Producto 4,$479.76
25/02/22,Producto 18,$997.98
25/02/22,Producto 6,"$4,113.92"
25/02/22,Producto 9,"$3,351.46"
25/02/22,Producto 23,"$1,823.63"
26/02/22,Producto 6,"$4,604.74"
26/02/22,Producto 18,"$1,070.74"
26/02/22,Producto 14,"$3,021.67"
26/02/22,Producto 7,"$1,361.19"
26/02/22,Producto 4,$479.76
26/02/22,Producto 1,$390.77
26/02/22,Producto 12,$490.51
26/02/22,Producto 3,$181.77
26/02/22,Producto 17,"$1,340.21"
26/02/22,Producto 23,"$1,857.04"
26/02/22,Producto 9,"$4,268.43"
26/02/22,Producto 13,$100.94
26/02/22,Producto 20,$23.68
26/02/22,Producto 16,$187.81
26/02/22,Producto 11,$339.83
26/02/22,Producto 5,"$4,656.68"
26/02/22,Producto 2,$389.57
26/02/22,Producto 10,"$1,014.90"
27/02/22,Producto 14,"$2,303.44"
27/02/22,Producto 23,"$1,417.84"
27/02/22,Producto 13,$117.93
27/02/22,Producto 9,"$3,123.61"
27/02/22,Producto 10,$900.97
27/02/22,Producto 3,$214.14
27/02/22,Producto 6,"$3,178.12"
27/02/22,Producto 1,$152.91
27/02/22,Producto 17,$917.46
27/02/22,Producto 7,"$1,040.39"
27/02/22,Producto 12,$491.76
27/02/22,Producto 2,$380.94
27/02/22,Producto 5,"$2,984.21"
27/02/22,Producto 18,$700.61
27/02/22,Producto 16,$139.86
27/02/22,Producto 11,$119.94
27/02/22,Producto 4,$399.80
28/02/22,Producto 12,$364.14
28/02/22,Producto 11,$159.92
28/02/22,Producto 18,$472.86
28/02/22,Producto 4,$79.96
28/02/22,Producto 17,$388.77
28/02/22,Producto 3,$151.89
28/02/22,Producto 23,$914.56
28/02/22,Producto 1,$186.89
28/02/22,Producto 14,"$1,622.28"
28/02/22,Producto 13,$48.97
28/02/22,Producto 5,"$1,665.01"
28/02/22,Producto 9,"$1,738.45"
28/02/22,Producto 6,"$2,245.02"
28/02/22,Producto 2,$275.05
28/02/22,Producto 16,$48.95
28/02/22,Producto 10,$596.65
28/02/22,Producto 7,$665.61
01/03/22,Producto 3,$166.83
01/03/22,Producto 20,$10.99
01/03/22,Producto 6,"$2,098.80"
01/03/22,Producto 17,$347.80
01/03/22,Producto 18,$594.40
01/03/22,Producto 1,$50.97
01/03/22,Producto 11,$79.96
01/03/22,Producto 4,$299.85
01/03/22,Producto 2,$252.50
01/03/22,Producto 16,$98.90
01/03/22,Producto 7,$586.64
01/03/22,Producto 10,$528.69
01/03/22,Producto 23,$998.98
01/03/22,Producto 5,"$1,992.30"
01/03/22,Producto 13,$67.96
01/03/22,Producto 9,"$2,033.07"
01/03/22,Producto 14,"$1,829.58"
01/03/22,Producto 12,$353.15
02/03/22,Producto 4,$290.79
02/03/22,Producto 5,"$2,777.17"
02/03/22,Producto 3,$126.99
02/03/22,Producto 14,"$1,737.45"
02/03/22,Producto 23,"$1,018.45"
02/03/22,Producto 13,$128.91
02/03/22,Producto 18,$510.65
02/03/22,Producto 17,$838.45
02/03/22,Producto 12,$273.98
02/03/22,Producto 9,"$2,477.42"
02/03/22,Producto 10,$782.97
02/03/22,Producto 6,"$2,398.95"
02/03/22,Producto 11,$190.84
02/03/22,Producto 2,$302.97
02/03/22,Producto 1,$73.95
02/03/22,Producto 16,$49.95
02/03/22,Producto 7,$800.52
03/03/22,Producto 11,$227.80
03/03/22,Producto 16,$59.44
03/03/22,Producto 14,"$1,897.83"
03/03/22,Producto 12,$221.53
03/03/22,Producto 2,$264.70
03/03/22,Producto 6,"$2,455.58"
03/03/22,Producto 10,"$1,134.73"
03/03/22,Producto 4,$404.69
03/03/22,Producto 13,$135.90
03/03/22,Producto 1,$254.82
03/03/22,Producto 5,"$2,709.75"
03/03/22,Producto 23,"$1,059.09"
03/03/22,Producto 9,"$2,743.26"
03/03/22,Producto 18,$565.09
03/03/22,Producto 7,$889.48
03/03/22,Producto 17,$829.47
03/03/22,Producto 3,$114.54
04/03/22,Producto 6,"$4,552.32"
04/03/22,Producto 23,"$2,010.96"
04/03/22,Producto 5,"$5,503.42"
04/03/22,Producto 18,$731.59
04/03/22,Producto 4,$381.68
04/03/22,Producto 1,$369.75
04/03/22,Producto 14,"$2,871.86"
04/03/22,Producto 12,$442.56
04/03/22,Producto 11,$196.88
04/03/22,Producto 10,"$1,161.21"
